Dates,Topic,Length,Cost,Outline,Category,Hover_Desc
Request Dates,Creating a High Performance Team,1/2 day,$199,classes/CREATING A HIGH PERFORMANCE TEAM.pdf,STRATEGIC CORPORATE TRAINING,Companies have become increasingly complex—both geographically and operationally. Old top-down leadership styles need to be replaced with two-way communication and collaboration. This four-hour condensed course will teach the specific tasks you'll need to orchestrate in order to lead teams successfully in today's organizations.
"Jul 13, Aug 7, Sept 8, Oct 5, Nov 23, Dec 11",Crystal Reports: Level 1,1 day,$399,classes/CRYSTAL REPORTS.pdf,MISCELLANEOUS APPS,"This course will teach students the fundamental features and functions of Crystal Reports. Students will explore the program environment, and learn how to open, navigate, create, modify, and save reports. They'll learn the basics of formatting report objects, of sorting and selecting records, and creating groups and summaries. They'll also learn how to create simple formulas and functions. Finally, students will work with Crystal Reports' experts and wizards, and learn how to export reports to various file formats."
"Jul 20, Aug 14, Sept 15, Oct 12, Nov 30, Dec 18",Crystal Reports: Level 2,1 day,$399,classes/CRYSTAL REPORTS2.pdf,MISCELLANEOUS APPS,"This course will build on the skills learned in Crystal Reports: Basic. Students will learn how to create and use parameter fields, including interactive and cascading parameters. They will learn how to build advanced formulas using variables, advanced functions, and constructs. They will also learn how to create and customize charts and maps, how to apply advanced formatting options to report elements, and how to create alerts and subreports. They will learn about the Business Objects Enterprise Repository. Finally, students will learn advanced data access techniques including ODBC data sources and SQL query-building."
Call forDates,"Customer Service: Listening, Responding, and Resolving",2 days,$499,classes/CUSTOMER SERVICE.pdf,STRATEGIC CORPORATE TRAINING,"This course is aimed at students who are in the customer service field and want to improve their knowledge of customer service basics. Students will discuss what it means to have a service culture in an organization. They will examine customer service skills that include organization, communication, and personal motivation. This course also covers customer service as a process that includes greeting, listening, questioning, responding, and resolving. Students will discuss each step of the process in detail. Students do not need to have any prior knowledge of customer service to take this course."
Call for Availability,CyberSafe,1/2 day,$135,classes/CYBERSAFE.pdf,SECURITY CLASSES,"Welcome to CyberSAFE (Securing Assets For End-users) Extended Edition. Regardless of your computer experience, this class will help you become more aware of technology-related risks and what you can do to protect yourself and your organization from them. This course will help you to understand security compliance considerations, social engineering, malware, and various other data security-related concepts. In this course, you will explore the hazards and pitfalls and learn how to use technology safely and securely."
"Jul 1, Aug 7, Sept 10, Oct 5, Nov 11, Dec 9",Dreamweaver: Level 1,1 day,$399,classes/DREAMWEAVER CS5.pdf,WEB DEVELOPMENT,"Dreamweaver CS6: Basic, is part of a two-course series. In this course, students will learn how to plan, create, and modify a website. Students will also learn how to create pages and format text; define structural elements; create and apply CSS style rules; insert and modify images and links; test and manage Web site files; and publish a site."
"Jul 8, Aug 14, Sept 17, Oct 12, Nov 18, Dec 29",Dreamweaver: Level 2,1 day,$399,classes/DREAMWEAVER CS52.pdf,WEB DEVELOPMENT,"Dreamweaver CS6: Advanced, is part of a two-course series. In this course, students will learn how to design pages with CSS; create and apply templates and server-side includes; and build accessible forms that validate user information. Students will also learn how to position elements and apply behaviors, integrate XML-based data, create jQuery mobile pages, and collaborate with other site developers."
Request Dates,E-mail Etiquette,1 day,$399,classes/E.pdf,STRATEGIC CORPORATE TRAINING,"This course teaches students how to use e-mail effectively. Students will learn how to write effective messages and e-policies, use e-mail accessories and passwords, and prevent your password from being stolen. Course activities also cover using the subject line, considering your recipient, managing e-mail volume, following netiquette guidelines, attaching files, preparing for recipient reactions, and using emoticons effectively. Students also learn about the differences between writing online and traditional paper-based writing, achieving e-mail message objectives, using correct punctuation, constructing effective sentences and paragraphs, editing your e-mail messages, and using active voice in writing."
Request Dates,Employee Performance,1 day,$399,classes/EMPLOYEE PERFORMANCE.pdf,STRATEGIC CORPORATE TRAINING,"This course teaches students to develop the skills needed to address a difficult person according to their specific behavior. Students will have the opportunity to meet with several Marketing Department team members to address their difficult personalities, follow the guidelines for managing difficult people to decrease the department's turnover rate and meet the release date for a new product. Students will also learn how to give constructive feedback-both praise and criticism-to subordinates or peers, and use strategies for effective conflict resolution. Course activities also cover addressing conflict between managers, between employees, and among team members."
Call for Dates,Excel 2010: Level 1,1 day,$199,classes/EXCEL 2010.pdf,MICROSOFT TRAINING,"This course teaches the basic functions and features of Excel 2010. After an introduction to spreadsheet terminology and Excel's window components, students will learn how to use the Help system and navigate worksheets and workbooks. Then they will enter and edit text, values, formulas, and pictures, and they will save workbooks in various formats. Students will also move and copy data, learn about absolute and relative references, and work with ranges, rows, and columns. This course also covers simple functions, basic formatting techniques, and printing. Finally, students will create and modify charts, and learn how to manage large workbooks."
Call for Dates,Excel 2010: Level 2,1 day,$199,classes/EXCEL 20102.pdf,MICROSOFT TRAINING,"This course builds on the skills and concepts taught in Excel 2010: Basic. Students will learn how to use multiple worksheets and workbooks efficiently, and they will start working with more advanced formatting options including styles, themes, and backgrounds. They will also learn how to create outlines and subtotals, how to create and apply cell names, and how to work with tables. Students will save workbooks as Web pages, insert and edit hyperlinks, and learn to share workbooks by email. This course also covers advanced charting techniques, use of trendlines and sparklines, worksheet auditing and protection, file sharing and merging, and workbook templates. Finally, students will learn to work with PivotTables and PivotCharts"
Call for Dates,Excel 2010: Level 3,1 day,$199,classes/EXCEL 20103.pdf,MICROSOFT TRAINING,"This ILT Series course builds on the skills and concepts taught in Excel 2010: Intermediate. Students will work with advanced formulas, as well as lookup functions such as VLOOKUP, MATCH, and INDEX. In addition, students will learn about data validation and database functions such as DSUM. They will learn how to work with PivotTables and PivotCharts, how to import and export data, and how to query external databases. Finally, students will learn about the analytical features of Excel (such as Goal Seek and Solver), running and recording macros, SmartArt graphics, and conditional formatting with graphics."
"Jul 20-22, Aug 24-26, Sept 28-30, Oct 26-28, Nov 17-19, Dec 21-23",Excel 2013/2016: Programming with VBA,3 days,"$1,295",classes/EXCEL 201316.pdf,MICROSOFT TRAINING,"VBA stands for Visual Basic for Applications. It's a programming language that enables you to control just about everything in Excel. You'll learn how to create Macros that can be run from things like a button on a spreadsheet, the Excel Ribbon - in fact, lots of places. Learning Excel VBA will enable you to do a lot more with the software than you can via the normal spreadsheet view."
"Jul 1, Aug 13, Sept 2, Oct 6, Nov 2, Dec 2",Excel 2013: Level 1,1 day,$199,classes/EXCEL 2013.pdf,MICROSOFT TRAINING,"This one-day course covers all the essentials of Microsoft Excel. Excel is an incredibly powerful tool for getting meaning out of vast amounts of data. But it also works really well for simple calculations and tracking almost any kind of information. The key for unlocking all that potential is the grid of cells. Cells can contain numbers, text or formulas. You put data in your cells and group them in rows and columns. That allows you to add up your data, sort and filter it, put it in tables, and build great-looking charts."
"Jul 8, Aug 20, Sept 8, Oct 13, Nov 9, Dec 9",Excel 2013: Level 2,1 day,$199,classes/EXCEL 20132.pdf,MICROSOFT TRAINING,"This course will teach students how to work with large worksheets in Microsoft Excel, and use multiple worksheets and workbooks efficiently. It will introduce them to more advanced formatting techniques, such as applying special number formats, using workbook styles and themes, adding backgrounds, and mimicking watermarks. In addition, students will learn how to create outlines and subtotals, and how to create and apply cell names. They will sort and filter data, and create and format tables. They will learn how to save workbooks as Web pages, how to insert and edit hyperlinks, and how to share workbooks via email. Students will learn how to audit worksheets for errors, how to protect worksheets, how to share and merge workbooks, and track changes in a workbook. Finally, students will customize the Excel environment, and create and modify custom templates."
"Jul 15, Aug 27, Sept 15, Oct 20, Nov 16, Dec 16",Excel 2013: Level 3,1 day,$199,classes/EXCEL 20133.pdf,MICROSOFT TRAINING,"In this course, students will further build on the skills acquired in the Microsoft Excel Basic and Intermediate courses. They will work with advanced functions and formulas, as well as lookup functions such as VLOOKUP, MATCH, and INDEX. In addition, students will learn about data validation, and will use advanced data filtering. They will apply advanced chart formatting options, and create more complex charts. They will work with PivotTables and PivotCharts, export and import data, and query external databases. Students will learn about the analytical features of Excel, such as Goal Seek, and how to create scenarios. Students will run and record macros, and explore VBA code. Finally, they will learn about the accessibility and language features such as accessibility considerations and internationalization."
"Jul 1, Aug 13, Sept 2, Oct 6, Nov 2, Dec 2",Excel 2016/2019: Level 1,1 day,$199,classes/Excel_Level1.pdf,MICROSOFT TRAINING,"This one-day course covers all the essentials of Microsoft Excel. Excel is an incredibly powerful tool for getting meaning out of vast amounts of data. But it also works really well for simple calculations and tracking almost any kind of information. The key for unlocking all that potential is the grid of cells. Cells can contain numbers, text or formulas. You put data in your cells and group them in rows and columns. That allows you to add up your data, sort and filter it, put it in tables, and build great-looking charts."
"Jul 8, Aug 20, Sept 8, Oct 13, Nov 9, Dec 9",Excel 2016/2019: Level 2,1 day,$199,classes/Excel_Level2.pdf,MICROSOFT TRAINING,"This course will teach students how to work with large worksheets in Microsoft Excel, and use multiple worksheets and workbooks efficiently. It will introduce them to more advanced formatting techniques, such as applying special number formats, using workbook styles and themes, adding backgrounds, and mimicking watermarks. In addition, students will learn how to create outlines and subtotals, and how to create and apply cell names. They will sort and filter data, and create and format tables. They will learn how to save workbooks as Web pages, how to insert and edit hyperlinks, and how to share workbooks via email. Students will learn how to audit worksheets for errors, how to protect worksheets, how to share and merge workbooks, and track changes in a workbook. Finally, students will customize the Excel environment, and create and modify custom templates."
"Jul 15, Aug 27, Sept 15, Oct 20, Nov 16, Dec 16",Excel 2016/2019: Level 3,1 day,$199,classes/Excel_Level3.pdf,MICROSOFT TRAINING,"In this course, students will further build on the skills acquired in the Microsoft Excel Basic and Intermediate courses. They will work with advanced functions and formulas, as well as lookup functions such as VLOOKUP, MATCH, and INDEX. In addition, students will learn about data validation, and will use advanced data filtering. They will apply advanced chart formatting options, and create more complex charts. They will work with PivotTables and PivotCharts, export and import data, and query external databases. Students will learn about the analytical features of Excel, such as Goal Seek, and how to create scenarios. Students will run and record macros, and explore VBA code. Finally, they will learn about the accessibility and language features such as accessibility considerations and internationalization."
Call for Dates,Excel 2019: Level 1,1 day,$199,classes/Excel_Level1.pdf,MICROSOFT TRAINING,"This one-day course covers all the essentials of Microsoft Excel. Excel is an incredibly powerful tool for getting meaning out of vast amounts of data. But it also works really well for simple calculations and tracking almost any kind of information. The key for unlocking all that potential is the grid of cells. Cells can contain numbers, text or formulas. You put data in your cells and group them in rows and columns. That allows you to add up your data, sort and filter it, put it in tables, and build great-looking charts."
Call for Dates,Excel 2019: Level 2,1 day,$199,classes/Excel_Level2.pdf,MICROSOFT TRAINING,"This course will teach students how to work with large worksheets in Microsoft Excel, and use multiple worksheets and workbooks efficiently. It will introduce them to more advanced formatting techniques, such as applying special number formats, using workbook styles and themes, adding backgrounds, and mimicking watermarks. In addition, students will learn how to create outlines and subtotals, and how to create and apply cell names. They will sort and filter data, and create and format tables. They will learn how to save workbooks as Web pages, how to insert and edit hyperlinks, and how to share workbooks via email. Students will learn how to audit worksheets for errors, how to protect worksheets, how to share and merge workbooks, and track changes in a workbook. Finally, students will customize the Excel environment, and create and modify custom templates."
Call for Date,Excel 2019: Level 3,1 day,$199,classes/Excel_Level3.pdf,MICROSOFT TRAINING,"In this course, students will further build on the skills acquired in the Microsoft Excel Basic and Intermediate courses. They will work with advanced functions and formulas, as well as lookup functions such as VLOOKUP, MATCH, and INDEX. In addition, students will learn about data validation, and will use advanced data filtering. They will apply advanced chart formatting options, and create more complex charts. They will work with PivotTables and PivotCharts, export and import data, and query external databases. Students will learn about the analytical features of Excel, such as Goal Seek, and how to create scenarios. Students will run and record macros, and explore VBA code. Finally, they will learn about the accessibility and language features such as accessibility considerations and internationalization."
Call for Dates,Excel Beyond the Basics,3 days,"$1,690",classes/EXCEL BEYOND THE BASICS.pdf,MICROSOFT TRAINING,"This 3 day course will teach you to work faster and smarter with Excel. It’s frustrating to know what Excel can do, but not understand the techniques to accomplish it. You will learn not only the formulas, database techniques and macro commands to make work go faster, but you will also learn the tips and keystroke commands the pros rely on to make data more useful and worksheets easier to manipulate. Complicated charts and graphs that once took hours to compile will now only take minutes to set up and assemble. You’ll learn when it makes sense to use a macro, how to debug a macro and how to create and manage a PivotChart. Time spent now will save hours of frustration later!"
Call for Dates,Excel Formulas and Functions,1/2 day,$125,classes/EXCEL FORMULAS AND FUNCTIONS.pdf,THREE HOUR COURSE SERIES,This three hour course teaches students about the different formulas and functions in Excel 2010 that are available to make spreadsheets more powerful and functional.
"Jul 6, Sept 24, Nov 5",Expression Web: Level 1,1 day,$399,classes/EXPRESSION WEB.pdf,WEB DEVELOPMENT,Prerequisites:	Windows XP: Level 1 or equivalent experience
"Jul 13, Sept 30, Nov 12",Expression Web: Level 2,1 day,$399,classes/EXPRESSION WEB2.pdf,WEB DEVELOPMENT,Prerequisites:	 Expression Web: Level 1 or equivalent experience
"Jul 20-22, Sept 22-24, Nov 9-11",Fast Start in Business Analysis,3 days,"$1,690",classes/FAST START IN BUSINESS ANALYSIS.pdf,BUSINESS ANALYSIS CLASSES,"The Fast Start in Business Analysis workshop gives analysts a thorough understanding of the entire Systems Development Life Cycle. Replete with both ""hard"" and ""soft"" skills, this three-day course builds a sound strategy for analyzing business processes and demonstrates how to apply concepts and practical techniques within the context of an experiential learning environment."
Request Dates,Financial Management,1 day,$299,classes/FINANCIAL MANAGEMENT.pdf,STRATEGIC CORPORATE TRAINING,"This course introduces students to the fundamentals of financial management. Students will become familiar with basic accounting concepts and terms, track business transactions, use universal accounting tools such as the general journal, general ledger, and trial balance. Course activities also cover the purpose and how to use the four financial statements-the income statement, the balance sheet, the cash flow statement, and the statement of stockholders' equity. Finally, students learn how to create and enforce a budget by analyzing financial statements, setting objectives, and monitoring performance."
Request Dates,Fundamentals of Customer Service,1 day,$299,classes/FUNDAMENTALS OF CUSTOMER SERVICE.pdf,STRATEGIC CORPORATE TRAINING,"Fundamentals of Customer Service provides an overview of the basics of customer service. It provides guidelines and best practices for providing excellent customer service that will enable frontline associates and service staff in back-up and support roles to build, maintain, and increase a loyal customer base."
Request Dates,Fundamentals of Selling,1 day,$399,classes/FUNDAMENTALS OF SELLING.pdf,STRATEGIC CORPORATE TRAINING,"This course teaches students the fundamentals of sales team management. Students will learn how to be successful sales managers, select sales professionals, build unity and trust in a sales team, interview successfully, train sales professionals, set performance standards, and conduct performance evaluations. Course activities also cover choosing a territory strategy, conducting territory reviews, developing and using sales forecasts, conducting sales meetings, and setting goals in meetings. Students will also learn how to motivate sales team members, implement compensation practices to keep top performers, identify and improve substandard performance."
Call for Dates,Fundamentals of Social Media Marketing,1 day,$399,classes/FUNDAMENTALS OF SOCIAL MEDIA MARKETING.pdf,STRATEGIC CORPORATE TRAINING,View Outline
Call for Dates,G Suite,1/2 day,$199,classes/G SUITE.pdf,MICROSOFT TRAINING,"Discover the power of cloud computing by exploring the functions of G Suite. Participants will learn to create and share documents, spreadsheets, forms and calendars using a computer, mobile device or tablet. Work with anyone, anytime and anywhere. This course is recommended for individuals who are interested in using G Suite's web apps as an alternative or supplement to traditional office productivity software. A G Suite account is required."
Call for Dates,Getting Efficient with Project Management Basics,1 day,$399,classes/GETTING EFFICIENT WITH PROJECT MANAGEMENT BASICS.pdf,PROJECT MANAGEMENT PROGRAMS,This course provides participants with an understanding of Project Management concepts and familiarization with key Project Management tools and procedures. Participants will gain knowledge to contribute to more successful projects.
Request Dates,Google AdWords for Businesses,1 day,$399,classes/GOOGLE ADWORDS FOR BUSINESSES.pdf,MARKETING SKILLS CLASSES,"You will create an AdWords account, run an ad campaign, and track the performance of ads. This course is for small business owners, members of marketing departments, those seeking a career change wishing to become Google AdWords professionals, and web designers seeking to offer AdWords as an additional service to clients."
Request Dates,Google Analytics,2 days,$699,classes/GOOGLE ANALYTICS.pdf,DESKTOP AND OFFICE APPS,"This Google Analytics class is designed to provide you with in-depth knowledge about various features available in Google Analytics tool and how to leverage them to best serve your business needs. This class is different from other Google Analyticclasses in that it includes many hands-on interactive exercises, ensuring that students who complete the course will be able to productively use Google Analytics on their own website right away. This Google Analytics class is targeted toward web designers, web analysts, online marketers, and general business people."
Call for Dates,Google Apps,1/2 day,$159,classes/GOOGLE APPS.pdf,THREE HOUR COURSE SERIES,"Discover the power of cloud computing by exploring the functions of Google Apps. Participants will learn to create and share documents, spreadsheets, forms and calendars using a computer, mobile device or tablet. Work with anyone, anytime and anywhere."
"Aug 10, Oct 28, Dec 18",HTML 5: Advanced,1 day,$399,classes/HTML 5A.pdf,WEB DEVELOPMENT,"Building on the concepts in HTML 5: Basic, this ILT series course is designed for students with limited or outdated HTML experience who want to learn some of the more advanced elements and techniques of HTML5. In this course, students will explore effective web site planning and authoring principles, and they will learn how to create a semantic document structure. They will learn how to build interactive forms, apply native data validation, and embed HTML5 audio and video. Students will also learn some advanced CSS techniques, including usclasses and pseudo elements. Finally, students will learn how to incorporate special fonts by linking to cloud services, and they will learn how to use the local storage feature in modern browsers."
"Aug 4, Oct 20, Dec 11",HTML 5: Level 1,1 day,$399,classes/HTML 5.pdf,WEB DEVELOPMENT,"In this course, students will learn how use HTML5 elements and attributes to structure Web content. They will learn how to create semantically meaningful page structures and use CSS to control design and layout properties. Students will also learn how to work with lists and tables, create and format links, and work with images and background images."
Request Dates,Help Desk Analyst (HDA) Certification,3 days,"$1,375",Call for Info,HELP DESK CLASSES,Call for info
Request Dates,Help Desk Manager (HDM) Certification,3 days,"$1,690",Call for Info,HELP DESK CLASSES,Call for info
"Jul 29-31, Sept 14-16, Nov 23-25",IT Fundamentals,3 days,"$1,690",classes/IT FUNDAMENTALS.pdf,CompTIA CLASSES,"The CompTIA IT Fundamentals exam is designed to help you learn more about the world of information technology (IT). It’s ideal if you’re considering a career in IT or if you work in an allied field that requires a broad understanding of IT. CompTIA IT Fundamentals can also be a stepping stone to more advanced certifications such as CompTIA A+, and, with specialized experience, CompTIA Network+ and CompTIA Security+."
"Jul 21, Aug 20, Sept 23, Oct 23, Nov 2, Dec 6",Illustrator: Level 1,1 day,$399,classes/ILLUSTRATOR CS5.pdf,WEB DEVELOPMENT,"Illustrator CS6: Basic, ACE Edition, is part of a two-course ILT series that will help students prepare for the Adobe Certified Expert exam for Illustrator CS6. This course covers the fundamentals of using Illustrator CS6 to create and manipulate vector graphics used for print, web and devices. Students will learn how to navigate the environment, create and transform basic shapes, edit paths, apply color and gradients, work with text, and use layers."
"Jul 28, Aug 27, Sept 30, Oct 30, Nov 9, Dec 13",Illustrator: Level 2,1 day,$399,classes/ILLUSTRATOR CS52.pdf,WEB DEVELOPMENT,"Illustrator CS6: Advanced, ACE Edition, is part of a two-course ILT series that will help students prepare for the Adobe Certified Expert exam for Illustrator CS6. In this course, students will learn advanced techniques for streamlining workflow when creating vector graphics. Students will learn how to create reusable art and pixel-perfect web graphics, slicing, and HTML effects, as well as how to save to scalable formats. They’ll use transparency, masks and blends to apply opacity values, trace a raster image into a vector graphic, wrap text to a path, and apply effects to manipulate shapes. Finally, they’ll learn how to manage color settings, color separations, and print specifications."
"Jul 15, Aug 3, Sept 10, Oct 21, Nov 9, Dec 7",InDesign: Level 1,1 day,$399,classes/INDESIGN CS5.pdf,ADOBE CLASSES,"InDesign CS6: Basic, ACE Edition ILT series is part of a two-course ILT series that will help students prepare for the Adobe Certified Expert exam for InDesign CS6. This course is designed for students who want to create professional documents and print layouts. Students will learn how to create documents, place text and graphics, use objects, work with master pages, create custom colors, print documents and export documents to PDF."
"Jul 22, Aug 10, Sept 17, Oct 28, Nov 16, Dec 14",InDesign: Level 2,1 day,$399,classes/INDESIGN CS52.pdf,ADOBE CLASSES,"InDesign CS6: Advanced, ACE ILT series is part of a two-course ILT series that will help students prepare for the Adobe Certified Expert exam for InDesign CS6. This course is designed for students who want to prepare documents for commercial printing or electronic distribution. Students will learn how to manage long documents, use advanced color and print settings, add interactive elements to documents, prepare documents for electronic distribution, and work with XML."
Request Dates,Introduction to Computers,1 day,$399,classes/INTRODUCTION TO COMPUTERS.pdf,STRATEGIC CORPORATE TRAINING,"This course is for students who have little or no experience with personal computers and who want to learn the basics. Students will learn about the main components of a typical computer system and the basic elements of the Windows XP or Windows 7 interface. Students will learn how to navigate in Windows Explorer, organize files and folders, search for items on their computers, and personalize Windows. Students will also learn how to browse the Web with Internet Explorer and how to protect their computers from malware."
Request Dates,Introduction to Google AdWords,1 day,"$2,399",classes/INTRODUCTION TO GOOGLE ADWORDS.pdf,MARKETING SKILLS CLASSES,This Google AdWords course is designed to introduce you to the world of search engine marketing (SEM) and familiarize you with the Google AdWords tool. This AdWords Basic course will teach you how to leverage Google AdWords to best serve your online marketing needs. The unique feature of this Google AdWords training is that it includes hands-on interactive exercises empowering students to productively use Google AdWords on their own website right away.
Request Dates,Introduction to Project Portfolio Managment,2 days,Call for Pricing,classes/INTRODUCTION TO PROJECT PORTFOLIO MANAGMENT.pdf,PROJECT MANAGEMENT PROGRAMS,You will apply generally recognized practices of portfolio management acknowledged by the PMI® and identify the portfolio management processes and knowledge areas to manage portfolios effectively.
Request Dates,Java Programming,5 days,"$2,795",classes/JAVA PROGRAMMING.pdf,WEB DEVELOPMENT,ThisJava Programming course is designed to give proficiency in developing applications and applets as well as build visually interesting GUI and web-based applications.
Request Dates,JavaScript Programming,3 days,"$1,690",classes/JAVASCRIPT PROGRAMMING.pdf,WEB DEVELOPMENT,This JavaScript programming course is designed for the beginning programmer to develop Web applications using the JavaScript programming language. Students will learn how to write JavaScript programs that use the latest language techniques. Students will also learn how to write programs that are compatible with previous versions of the language and are cross-browser compatible.
Request Dates,Linux Professional: Network Administration,5 days,"$2,795",classes/LINUX PROFESSIONAL.pdf,LINUX CLASSES,Linux Professional: Network Administration will introduce students to the basics of configuring Linux servers for networking services. We organized each lesson into explanatory topics and step-by-step activities. Topics provide the theory you need to master the Linux operating system; activities allow you to apply this theory to practical hands-on examples.
Request Dates,Linux Professional: System Administration,5 days,"$2,795",classes/LINUX PROFESSIONAL SYS.pdf,LINUX CLASSES,Linux Professional System Administration will introduce students to the basics of administering a server running the Linux operating system. The objective of this course is to provide students with the instruction necessary to prepare them for the Linux Professional Institute (LPI) Level 1 certification or the Level 1 Sair Linux and GNU certification.We organized each lesson into explanatory topics and step-by-step activities. Topics provide the theory you need to master the Linux operating system; activities allow you to apply this theory to practical hands-on examples.
Request Dates,Linux+ Certification,5 days,"$2,795",classes/LINUX.pdf,LINUX CLASSES,"This course will prepare students for the current CompTIA Linux+ certification exam. It provides a comprehensive guide to common tasks performed by system administrators, including installation, customization, and troubleshooting. Expanded coverage of networking and security are included, which map to the 2004 exam objectives."
Request Dates,Managing Customer Service,1 day,Call for Pricing,classes/MANAGING CUSTOMER SERVICE.pdf,STRATEGIC CORPORATE TRAINING,"The need to lead, model, and promote the organizational values within a customer service environment is essential for business success. This one-day workshop will provide you with opportunities to explore your responsibilities within your role as a leader (supervisor or manager) in a customer service environment."
Request Dates,Managing Performance,1 day,Call for Pricing,classes/MANAGING PERFORMANCE.pdf,STRATEGIC CORPORATE TRAINING,"This course teaches students the basics of creating a performance plan and the appraisal process. Students will learn how to conduct a performance-planning meeting, document the performance plan, provide positive and constructive feedback, coach employees during the appraisal period, appraise employee's performance, conduct an appraisal discussion, and document an appraisal. Course activities also cover communicating to performance problems to employees, making performance improvements, conducting a status meeting, and documenting ongoing communication. Students will also learn how to respond to a defensive employee, resolve conflict in an appraisal discussion, and understand the laws governing the appraisal process to reduce the risk of legal challenge."
See Course Schedule,Microsoft Master Certification Training Package,15 days,"$1,995",classes/MICROSOFT MASTER CERTIFICATION TRAINING PACKAGE.pdf,MICROSOFT OFFICE CERTIFICATION TRAINING PACKAGES,"In today's fast paced world, learning how to use computers is a necessity. Computer Visions would like to help you get on the path to success. First, ask yourself: -Do you want to ensure that your computer skills meet the current demands of companies? -Do you use Microsoft Office or Microsoft Project on a regular basis? -Do your employees include administrative assistants, Help Desk staff, trainers or Microsoft Office ""power users"" in any department? To help prepare you or your employees for the skills required to pass the MOS exams, Computer Visions is offering the following MOS Certification Training Packages"
"Jan 2, Feb 6, Mar 12, Apr 7, May 28, June 18",Microsoft Office 365,1 day,$399,classes/MICROSOFT OFFICE 365.pdf,MICROSOFT TRAINING,This course introduces Microsoft’s cloud based office services and shows users how to operate within the Web App’s that are included with the online Office 365 subscription.
See Course Schedule,Microsoft Specialist Certification Training Package,5 days,$795,classes/MICROSOFT SPECIALIST CERTIFICATION TRAINING PACKAGE.pdf,MICROSOFT OFFICE CERTIFICATION TRAINING PACKAGES,"In today's fast paced world, learning how to use computers is a necessity. Computer Visions would like to help you get on the path to success. First, ask yourself: -Do you want to ensure that your computer skills meet the current demands of companies? -Do you use Microsoft Office or Microsoft Project on a regular basis? -Do your employees include administrative assistants, Help Desk staff, trainers or Microsoft Office ""power users"" in any department? To help prepare you or your employees for the skills required to pass the MOS exams, Computer Visions is offering the following MOS Certification Training Packages"
Call for Availability,Motivating Your Employees,1 day,$399,classes/MOTIVATING YOUR EMPLOYEES.pdf,MICROSOFT TRAINING,Designed to teach supervisors and managers to recognize the different facets of motivating employees and creating a more productive and engaged workplace.
Request Dates,Negotiating,1 day,Call for Pricing,classes/NEGOTIATING.pdf,STRATEGIC CORPORATE TRAINING,"This course teaches students the basics of negotiations. Students will learn how to identify objectives and variables, establish negotiation requirements, research the other party, determine concessions, formulate a plan for agreement, and determine the logistics of a negotiation. Course activities also cover the guidelines for conducting a successful negotiation and facilitating communication, questions a person should ask and appropriate responses, and situations that require a specific negotiation style. Students will also learn how to gain control in a negotiation, use various negotiation tactics, and deal with unethical negotiation tactics."
Call for Dates,Office 2013: New Features,1 day,$199,classes/OFFICE 2013nf.pdf,MICROSOFT TRAINING,"This course covers those features of Microsoft Office 2013 that are new to the Office system, with dedicated units for the new features of each application. Students will learn about changes to Backstage View and the Ribbon, including more general overview of using and customizing the Ribbon for those more familiar with Office versions previous to 2010. They will also learn Office 2013's new online features, including account sign-in, cloud storage, and online services. In Word they will use new tools to navigate and review documents, reply to comments, format a document, align graphics, work with tables, and open PDF files in Word. In Excel they will format data with the Flash Fill and Quick Analysis tools, insert charts and PivotTables using recommendations, and format a chart with the new tool buttons. In PowerPoint they will apply theme variants, match colors with the Eyedropper, create custom shapes, and rehearse a presentation in Presenter view. Finally, in Outlook they will use new interface and message elements, explore the new People View, and compose inline replies."
"Jul 17, Aug 24, Sept 15, Oct 27, Nov 25, Dec 10",Office 2019: New Features,1 day,$199,classes/OFFICE 2019.pdf,MICROSOFT TRAINING,"You've used Microsoft® Office 2007 or Office 2010 to create various types of business materials, from documents in Word to spreadsheets in Excel® to presentations in PowerPoint®. Perhaps you use Outlook® to manage your calendar, contacts, and email; or Access® to manage inventory and trouble tickets. This course builds upon the foundational Microsoft Office 2007/2010 knowledge and skills you’ve already acquired. It focuses on the enhanced features you’ll want to leverage to improve the way you manage, organize, present, and distribute your company’s data and information."
Call for Dates,Office 365,1/2 day,$199,classes/OFFICE 365.pdf,MICROSOFT TRAINING,This course is recommended for anyone using web app's in Office 365. Learn to use your subscription of office 365 when you are not at your computer to access your local copy. Students will use their subscription of Office 365 in class. This course is recommended for Microsoft Office users who are using Office 365 that want an overview of cloud based features and hands-on experience using the features in a few of the Office programs.
"Jul 15, Aug 20, Sept 24, Oct 21, Nov 20, Dec 31",Office 365 Web Apps,1 day,$399,classes/OFFICE 365 WEB APPS.pdf,MICROSOFT TRAINING,"This course is an introduction to the Microsoft® Office 365™ for Office 2013 in a cloud-based environment. Using Office 365, users can easily communicate with each other through Microsoft® Outlook® mail and Skype for Business instant messaging and online meetings. Additionally, the Microsoft® SharePoint® Team Site provides a central location for accessing and modifying shared documents. The Office Web Apps enable users to perform basic tasks, such as opening, editing, printing, and saving documents without requiring an installation of the full desktop version of Microsoft® Office 2013 on the local computer."
